hired,service_year,nvq_level,length_of_service,employee_status,monthly_leaves,average_montly_hours,handle_appointments,customer_satisfaction_level,monthly_basic_salary,yearly_increment
2016,2017,5,1,1,5,164,12,1,33000,0
2015,2020,3,5,2,2,249,30,1,48000,0
2017,2021,3,4,2,2,239,43,1,49000,1
2015,2019,4,1,1,2,187,25,1,31000,1
2019,2021,3,2,2,5,200,23,1,39000,0
2020,2021,4,1,1,1,199,19,1,31000,1
2016,2021,5,5,2,5,200,29,1,39000,0
2019,2021,3,2,2,0,278,42,2,52000,1
2020,2021,3,1,1,4,169,13,2,36000,0
2015,2018,4,3,2,1,242,32,3,39000,1
2017,2020,5,3,2,5,206,23,1,39000,0
2017,2019,3,2,2,3,227,40,2,51000,1
2017,2018,4,1,1,2,189,13,1,34000,0
2016,2017,5,1,1,1,200,12,1,32000,0
2015,2020,2,5,2,4,219,39,2,40000,0
2015,2019,5,1,1,5,165,20,1,35000,0
2019,2020,5,1,1,4,171,17,3,39000,0
2020,2021,2,1,1,0,216,13,2,31000,0
2015,2018,2,3,2,3,226,30,2,39000,0
2020,2021,4,1,1,2,189,16,1,25000,0
2015,2018,3,3,2,5,203,27,3,39000,0
2016,2021,2,5,2,3,225,43,3,40000,1
2017,2021,3,4,2,3,223,33,2,53000,1
2020,2021,4,1,1,4,171,17,3,33000,0
2015,2021,2,6,2,1,245,37,3,39000,1
2018,2020,2,2,2,0,297,37,1,39000,1
2019,2020,4,1,1,4,171,17,1,32000,0
2015,2017,2,2,2,3,220,45,2,39000,0
2020,2021,5,1,1,5,160,10,3,31000,0
2017,2021,5,4,2,0,251,32,1,45000,1
2017,2020,2,3,2,0,262,45,2,39000,1
2015,2016,2,1,1,4,176,20,3,36000,0
2015,2020,2,5,2,3,235,33,1,39000,1
2016,2021,2,5,2,0,256,31,2,39000,1
2018,2021,5,3,2,3,228,30,1,48000,0
2020,2021,5,1,1,5,160,16,1,33000,0
2016,2017,4,1,1,2,184,13,2,32000,0
2017,2021,4,4,2,4,219,37,1,38000,0
2019,2021,5,2,2,3,238,38,2,44000,1
2015,2018,4,3,2,2,246,42,2,60000,1
2016,2020,4,4,2,3,225,32,1,52000,1
2020,2021,5,1,1,2,184,23,1,28000,1
2017,2019,5,2,2,5,209,28,3,39000,0
2019,2021,2,2,2,5,208,23,2,40000,0
2018,2019,3,1,1,1,197,12,3,35000,0
2020,2021,2,1,1,3,183,25,3,37000,0
2020,2021,5,1,1,5,163,20,1,37000,0
2017,2021,3,4,2,1,248,40,2,47000,1
2017,2021,5,4,2,1,246,32,1,41000,1
2015,2016,2,1,1,4,168,19,2,31000,0
2019,2020,2,1,1,2,186,22,3,40000,0
2019,2020,5,1,1,3,176,20,1,32000,0
2018,2019,2,1,1,1,192,15,2,36000,0
2019,2020,2,1,1,4,173,14,2,34000,0
2017,2020,2,3,2,3,223,36,2,39000,1
2017,2019,5,2,2,2,236,43,1,64000,1
2019,2021,3,2,2,1,240,34,1,53000,1
2020,2021,5,1,1,5,161,17,3,36000,0
2015,2018,3,3,2,5,210,24,1,38000,0
2016,2018,3,2,2,3,227,39,1,50000,1
2020,2021,2,1,1,4,169,22,2,39000,0
2015,2018,3,3,2,3,225,45,2,47000,1
2018,2019,3,1,1,1,193,14,2,37000,0
2017,2018,3,1,1,1,194,23,1,31000,1
2020,2021,4,1,1,2,191,24,3,40000,0
2016,2020,3,4,2,1,245,39,1,47000,1
2018,2019,3,1,1,2,189,22,2,31000,1
2018,2021,3,3,2,2,235,43,2,44000,1
2017,2021,2,4,2,5,204,30,2,40000,0
2016,2018,3,2,2,0,267,36,2,48000,1
2015,2016,4,1,1,0,206,10,2,32000,0
2019,2020,4,1,1,5,161,17,2,37000,0
2019,2020,3,1,1,4,175,13,2,39000,0
2016,2020,4,4,2,0,283,33,1,43000,1
2015,2018,2,3,2,2,238,42,3,39000,1
2018,2021,3,3,2,3,236,39,1,51000,1
2017,2018,5,1,1,2,185,19,1,32000,1
2015,2019,3,1,1,3,182,20,3,32000,0
2015,2021,5,6,2,2,231,42,2,63000,1
2020,2021,2,1,1,5,167,23,3,37000,0
2015,2016,2,1,1,3,179,22,2,31000,0
2020,2021,2,1,1,5,160,21,3,31000,0
2018,2021,5,3,2,5,209,26,1,39000,0
2015,2020,5,5,2,3,237,45,1,45000,1
2015,2019,4,1,1,2,186,18,1,28000,1
2015,2021,4,6,2,5,209,22,2,38000,0
2020,2021,3,1,1,5,162,13,3,37000,0
2015,2020,3,5,2,5,204,25,1,39000,0
2018,2021,2,3,2,2,235,34,2,39000,1
2018,2020,2,2,2,0,276,40,2,39000,1
2018,2020,4,2,2,4,223,43,3,39000,1
2015,2016,3,1,1,0,202,20,2,26000,1
2019,2020,3,1,1,3,176,20,1,31000,0
2017,2020,2,3,2,2,237,31,3,39000,1
2017,2019,2,2,2,3,236,38,2,39000,1
2019,2021,5,2,2,4,214,43,1,39000,0
2015,2016,3,1,1,1,193,15,1,31000,0
2019,2020,2,1,1,2,186,11,3,31000,0
2015,2017,5,2,2,4,216,35,1,39000,0
2016,2019,4,3,2,2,237,36,1,51000,1
2019,2021,4,2,2,4,211,42,2,39000,0
2017,2020,3,3,2,0,251,40,1,46000,1
2016,2021,4,5,2,5,201,25,1,38000,0
2020,2021,3,1,1,5,166,23,1,33000,0
2016,2019,2,3,2,1,244,40,3,40000,1
2018,2020,3,2,2,5,206,27,1,39000,0
2018,2020,2,2,2,5,205,25,1,40000,0
2017,2018,4,1,1,4,175,25,2,32000,0
2015,2016,2,1,1,3,178,11,2,36000,0
2020,2021,3,1,1,5,168,16,2,39000,0
2017,2020,2,3,2,2,249,31,2,39000,1
2020,2021,4,1,1,5,165,17,1,33000,0
2020,2021,5,1,1,1,198,25,3,33000,0
2016,2021,2,5,2,4,227,34,1,40000,1
2018,2019,4,1,1,3,179,22,2,33000,0
2016,2020,3,4,2,0,272,40,1,51000,1
2017,2019,5,2,2,2,244,32,3,39000,1
2017,2021,5,4,2,1,246,39,3,39000,1
2018,2020,3,2,2,3,228,39,1,44000,1
2020,2021,4,1,1,3,178,19,2,25000,0
2020,2021,2,1,1,2,190,12,1,33000,0
2016,2019,5,3,2,0,296,35,1,50000,1
2019,2021,5,2,2,2,235,45,1,66000,1
2017,2018,2,1,1,1,196,15,1,34000,0
2015,2020,5,5,2,2,247,38,2,48000,1
2017,2019,2,2,2,2,244,41,2,39000,1
2016,2020,4,4,2,3,230,40,3,39000,1
2015,2017,5,2,2,5,205,25,1,39000,0
2017,2020,5,3,2,3,228,38,1,53000,1
2015,2020,3,5,2,0,253,34,1,52000,1
2015,2020,2,5,2,0,294,32,2,39000,1
2020,2021,4,1,1,3,180,12,2,40000,0
2017,2018,2,1,1,1,198,13,1,30000,0
2018,2020,3,2,2,4,211,38,3,38000,0
2019,2020,4,1,1,5,164,22,2,40000,0
2019,2020,4,1,1,3,182,25,3,39000,0
2018,2021,5,3,2,2,250,36,3,40000,1
2018,2020,2,2,2,5,201,25,2,40000,0
2016,2018,4,2,2,2,239,45,3,40000,1
2015,2016,5,1,1,5,160,20,1,37000,0
2018,2019,4,1,1,5,166,13,3,35000,0
2020,2021,2,1,1,4,171,23,3,31000,0
2018,2021,2,3,2,0,264,32,2,38000,1
2016,2017,3,1,1,2,187,24,1,31000,1
2017,2019,3,2,2,4,228,40,1,39000,1
2018,2020,4,2,2,5,207,24,2,39000,0
2018,2019,5,1,1,4,169,22,1,35000,0
2017,2020,3,3,2,5,210,27,3,39000,0
2018,2020,3,2,2,3,235,39,2,41000,1
2018,2019,2,1,1,2,184,10,3,35000,0
2015,2017,4,2,2,2,233,42,1,65000,1
2018,2021,3,3,2,2,243,39,3,40000,1
2020,2021,5,1,1,3,179,12,1,31000,0
2017,2020,2,3,2,3,237,35,3,38000,1
2016,2020,2,4,2,4,228,30,2,39000,0
2018,2020,5,2,2,5,205,26,1,39000,0
2019,2020,3,1,1,1,199,15,1,37000,0
2020,2021,4,1,1,1,197,16,1,29000,0
2016,2017,3,1,1,1,197,13,1,37000,0
2016,2018,2,2,2,2,244,32,1,39000,1
2017,2018,3,1,1,4,176,20,3,39000,0
2015,2020,2,5,2,0,260,38,3,38000,1
2017,2018,3,1,1,3,179,13,2,36000,0
2019,2021,5,2,2,5,208,28,2,40000,0
2017,2021,5,4,2,5,205,24,1,38000,0
2015,2019,3,1,1,5,164,22,2,34000,0
2015,2017,4,2,2,1,246,37,2,44000,1
2019,2021,3,2,2,2,247,31,3,38000,1
2015,2020,3,5,2,1,249,30,3,39000,0
2017,2020,4,3,2,2,237,42,2,70000,1
2020,2021,5,1,1,5,165,18,1,33000,0
2018,2020,3,2,2,5,204,26,2,40000,0
2019,2020,2,1,1,1,197,15,1,39000,0
2018,2021,3,3,2,5,204,23,2,38000,0
2019,2020,4,1,1,3,182,18,3,31000,0
2015,2020,2,5,2,3,232,32,1,40000,1
2015,2018,4,3,2,0,266,39,2,46000,1
2017,2020,2,3,2,3,224,30,2,40000,0
2015,2017,3,2,2,0,287,42,1,49000,1
2016,2018,2,2,2,5,200,27,1,39000,0
2017,2019,4,2,2,0,275,31,1,50000,1
2016,2019,4,3,2,1,244,45,2,65000,1
2018,2019,3,1,1,4,175,16,2,37000,0
2018,2020,4,2,2,4,230,37,2,40000,1
2015,2021,2,6,2,2,241,32,3,39000,1
2018,2021,3,3,2,3,239,44,3,38000,1
2017,2020,4,3,2,0,265,40,1,43000,1
2018,2021,3,3,2,0,284,40,1,54000,1
2018,2020,5,2,2,3,234,32,2,48000,1
2017,2020,5,3,2,1,243,33,1,44000,1
2017,2020,5,3,2,5,204,30,1,38000,0
2019,2020,3,1,1,4,173,15,2,38000,0
2017,2019,5,2,2,0,272,31,1,46000,1
2017,2018,2,1,1,1,197,19,2,32000,1
2017,2019,5,2,2,5,208,24,1,40000,0
2017,2020,2,3,2,2,236,44,1,38000,1
2018,2019,3,1,1,2,188,19,3,39000,0
2018,2021,5,3,2,3,231,31,1,47000,1
2016,2017,2,1,1,0,202,17,3,37000,0
2017,2020,2,3,2,1,243,34,3,38000,1
2018,2019,2,1,1,2,192,20,2,35000,1
2016,2018,2,2,2,3,228,34,1,39000,1
2018,2020,4,2,2,2,242,41,1,67000,1
2015,2017,5,2,2,4,222,40,2,39000,1
2020,2021,5,1,1,4,172,10,1,31000,0
2020,2021,2,1,1,2,188,15,2,33000,0
2016,2021,4,5,2,3,240,41,1,48000,1
2017,2019,3,2,2,4,222,37,1,39000,1
2016,2020,5,4,2,0,276,30,1,47000,0
2017,2018,2,1,1,3,176,16,2,33000,0
2019,2020,3,1,1,3,176,18,2,35000,0
2016,2021,3,5,2,4,216,32,1,39000,0
2016,2018,3,2,2,3,235,45,1,48000,1
2018,2019,2,1,1,1,193,19,2,35000,1
2015,2018,3,3,2,3,222,43,2,53000,1
2017,2020,4,3,2,5,206,22,1,39000,0
2016,2017,2,1,1,5,168,19,3,40000,0
2016,2020,4,4,2,3,234,42,2,44000,1
2019,2021,2,2,2,2,246,38,3,39000,1
2017,2018,3,1,1,4,174,25,1,36000,0
2020,2021,5,1,1,1,192,21,2,29000,1
2020,2021,4,1,1,2,188,16,2,28000,0
2019,2021,4,2,2,5,210,23,1,40000,0
2016,2021,2,5,2,1,248,35,1,38000,1
2015,2020,4,5,2,4,224,30,1,38000,0
2016,2020,3,4,2,1,244,40,1,54000,1
2019,2020,4,1,1,0,208,16,2,33000,0
2019,2020,5,1,1,2,190,14,1,38000,0
2015,2020,3,5,2,4,221,38,1,38000,1
2016,2017,3,1,1,0,215,12,1,35000,0
2015,2017,3,2,2,2,233,35,1,40000,1
2017,2021,5,4,2,5,205,24,1,38000,0
2020,2021,4,1,1,2,188,15,1,31000,0
2015,2017,4,2,2,2,245,42,1,66000,1
2019,2021,4,2,2,5,210,29,2,39000,0
2017,2021,2,4,2,5,206,28,2,38000,0
2020,2021,2,1,1,5,166,12,1,31000,0
2019,2021,2,2,2,5,209,22,1,38000,0
2020,2021,2,1,1,3,181,23,2,32000,1
2015,2021,2,6,2,5,204,26,3,39000,0
2015,2016,4,1,1,1,192,22,2,34000,1
2016,2018,5,2,2,5,208,23,1,38000,0
2017,2018,2,1,1,4,169,19,1,39000,0
2016,2020,3,4,2,1,242,43,3,40000,1
2019,2020,5,1,1,1,197,12,1,36000,0
2016,2019,4,3,2,2,249,30,2,53000,0
2017,2018,4,1,1,5,161,17,3,38000,0
2018,2020,4,2,2,1,243,43,3,40000,1
2016,2019,5,3,2,3,223,39,1,43000,1
2018,2019,3,1,1,3,181,15,3,39000,0
2020,2021,4,1,1,2,191,22,3,30000,0
2020,2021,3,1,1,2,188,15,2,35000,0
2018,2021,5,3,2,3,224,35,1,50000,1
2017,2021,5,4,2,2,239,43,3,40000,1
2017,2018,3,1,1,5,168,14,2,32000,0
2016,2020,5,4,2,0,264,39,1,51000,1
2018,2020,5,2,2,0,290,35,2,54000,1
2016,2020,5,4,2,0,253,44,1,62000,1
2020,2021,2,1,1,0,220,19,1,31000,1
2019,2021,4,2,2,5,202,28,3,38000,0
2019,2021,4,2,2,0,282,30,2,50000,0
2020,2021,5,1,1,2,190,17,1,33000,1
2017,2018,4,1,1,0,207,21,2,32000,1
2016,2020,5,4,2,5,201,24,1,38000,0
2018,2020,5,2,2,1,241,33,3,39000,1
2018,2021,2,3,2,4,212,30,2,38000,0
2017,2021,5,4,2,5,205,28,1,38000,0
2016,2020,3,4,2,5,203,23,1,40000,0
2017,2019,2,2,2,4,220,45,3,40000,0
2019,2021,2,2,2,5,208,29,2,38000,0
2015,2019,3,1,1,0,200,14,3,36000,0
2017,2021,3,4,2,0,272,40,2,52000,1
2016,2021,4,5,2,5,203,24,3,39000,0
2015,2019,2,1,1,5,164,12,2,33000,0
2018,2021,2,3,2,4,230,43,3,39000,1
2016,2017,3,1,1,5,168,14,1,36000,0
2017,2021,5,4,2,4,220,42,3,39000,0
2016,2021,4,5,2,5,201,30,2,38000,0
2019,2021,2,2,2,2,235,40,2,39000,1
2017,2018,5,1,1,4,175,17,2,39000,0
2016,2018,5,2,2,0,252,39,2,47000,1
2018,2020,3,2,2,4,219,30,1,40000,0
2019,2021,3,2,2,0,276,40,1,53000,1
2019,2021,4,2,2,5,205,22,1,38000,0
2016,2019,4,3,2,4,222,42,1,39000,1
2015,2016,5,1,1,5,163,12,1,35000,0
2017,2020,5,3,2,1,242,35,1,52000,1
2020,2021,3,1,1,3,178,11,2,39000,0
2015,2020,5,5,2,4,218,32,1,40000,0
2017,2020,3,3,2,2,244,39,1,51000,1
2019,2020,2,1,1,0,207,19,2,34000,1
2018,2019,3,1,1,0,204,25,2,33000,1
2017,2019,2,2,2,0,263,41,2,38000,1
2016,2017,4,1,1,0,220,23,2,35000,1
2020,2021,5,1,1,1,192,10,2,38000,0
2018,2019,2,1,1,0,220,24,3,32000,0
2019,2021,4,2,2,3,240,44,1,47000,1
2020,2021,3,1,1,3,180,25,1,25000,0
2018,2020,2,2,2,5,209,25,1,39000,0
2015,2019,2,1,1,1,193,21,2,39000,1
2020,2021,5,1,1,0,208,20,1,33000,1
2018,2020,3,2,2,2,232,38,1,55000,1
2019,2020,4,1,1,5,165,23,1,33000,0
2019,2021,3,2,2,0,257,39,1,45000,1
2020,2021,3,1,1,3,177,22,2,34000,0
2017,2020,4,3,2,2,238,42,1,65000,1
2019,2021,5,2,2,4,229,35,1,38000,1
2016,2018,4,2,2,4,222,31,2,38000,1
2017,2021,3,4,2,1,246,38,1,40000,1
2020,2021,3,1,1,4,172,12,2,34000,0
2019,2021,3,2,2,2,232,42,3,39000,1
2019,2021,3,2,2,1,247,34,1,47000,1
2017,2019,5,2,2,2,247,33,1,50000,1
2018,2019,4,1,1,4,171,21,1,37000,0
2018,2019,5,1,1,4,174,23,1,37000,0
2016,2017,3,1,1,5,161,19,1,37000,0
2019,2020,4,1,1,1,200,23,1,29000,1
2015,2018,5,3,2,0,258,41,1,69000,1
2015,2019,3,1,1,5,164,24,1,39000,0
2019,2021,2,2,2,2,232,44,1,39000,1
2018,2020,3,2,2,2,234,34,1,46000,1
2020,2021,3,1,1,3,180,14,1,37000,0
2015,2020,3,5,2,5,210,28,2,38000,0
2015,2020,3,5,2,4,227,31,2,39000,1
2019,2020,5,1,1,2,192,13,1,38000,0
2019,2020,5,1,1,5,167,15,2,37000,0
2018,2021,5,3,2,2,241,42,3,39000,1
2019,2021,2,2,2,3,222,43,1,39000,1
2019,2021,3,2,2,1,246,35,2,46000,1
2020,2021,3,1,1,4,171,10,2,34000,0
2020,2021,3,1,1,3,178,17,2,26000,0
2015,2019,5,1,1,4,168,17,1,39000,0
2017,2018,2,1,1,2,189,18,1,35000,1
2020,2021,4,1,1,1,192,16,1,27000,0
2016,2017,3,1,1,4,175,25,1,36000,0
2019,2021,4,2,2,1,247,37,2,40000,1
2020,2021,3,1,1,1,193,18,1,28000,1
2015,2016,5,1,1,1,195,12,1,39000,0
2020,2021,5,1,1,0,220,11,1,39000,0
2018,2021,3,3,2,0,258,41,2,54000,1
2015,2020,5,5,2,5,207,27,1,39000,0
2020,2021,3,1,1,4,171,23,2,31000,0
2017,2018,3,1,1,1,192,15,2,36000,0
2016,2019,3,3,2,3,221,30,1,50000,0
2015,2017,3,2,2,3,221,31,2,44000,1
2018,2021,2,3,2,2,232,32,1,39000,1
2015,2018,5,3,2,1,248,30,1,54000,0
2015,2016,3,1,1,0,215,20,2,31000,1
2019,2020,3,1,1,5,162,19,2,31000,0
2016,2019,3,3,2,2,249,33,2,48000,1
2019,2021,5,2,2,3,229,42,3,39000,1
2020,2021,3,1,1,0,207,11,3,37000,0
2016,2018,5,2,2,2,243,39,1,51000,1
2016,2018,2,2,2,5,201,24,3,39000,0
2020,2021,4,1,1,1,199,25,3,36000,0
2015,2019,4,1,1,4,168,16,1,39000,0
2020,2021,5,1,1,4,174,11,1,31000,0
2016,2019,2,3,2,5,204,25,2,40000,0
2016,2020,3,4,2,5,210,22,3,40000,0
2016,2017,2,1,1,4,170,18,3,31000,0
2016,2019,5,3,2,3,226,36,1,47000,1
2015,2017,2,2,2,2,246,37,1,38000,1
2015,2021,3,6,2,1,245,41,2,45000,1
2018,2021,5,3,2,0,271,42,1,61000,1
2015,2017,4,2,2,0,279,32,1,53000,1
2016,2017,3,1,1,4,172,13,3,34000,0
2015,2021,3,6,2,4,216,43,1,39000,0
2020,2021,3,1,1,1,194,11,2,32000,0
2019,2020,5,1,1,3,179,14,1,36000,0
2020,2021,2,1,1,0,212,18,3,35000,0
2018,2019,5,1,1,5,166,12,1,33000,0
2018,2021,5,3,2,1,242,38,2,55000,1
2020,2021,4,1,1,5,160,24,3,33000,0
2020,2021,5,1,1,3,176,14,1,31000,0
2016,2021,3,5,2,4,210,25,2,38000,0
2017,2018,2,1,1,3,180,17,1,36000,0
2018,2021,4,3,2,4,217,34,3,40000,0
2019,2021,3,2,2,3,239,35,1,46000,1
2020,2021,5,1,1,5,168,19,1,36000,0
2018,2020,4,2,2,2,246,38,2,54000,1
2017,2019,4,2,2,4,214,31,3,39000,0
2020,2021,5,1,1,4,170,22,1,33000,0
2016,2021,5,5,2,4,218,31,1,39000,0
2017,2018,5,1,1,3,176,20,3,32000,0
2020,2021,5,1,1,3,180,14,3,31000,0
2019,2020,5,1,1,3,177,20,3,35000,0
2020,2021,3,1,1,3,176,11,2,39000,0
2015,2018,4,3,2,1,248,43,2,66000,1
2016,2020,3,4,2,1,242,40,2,52000,1
2019,2021,5,2,2,3,223,42,2,43000,1
2019,2021,5,2,2,0,258,42,2,67000,1
2016,2017,5,1,1,2,192,24,1,29000,1
2015,2018,4,3,2,1,247,44,1,66000,1
2019,2021,2,2,2,4,219,41,1,39000,0
2019,2021,3,2,2,0,269,39,2,41000,1
2018,2021,4,3,2,2,243,42,1,64000,1
2016,2019,5,3,2,3,231,41,1,55000,1
2018,2021,3,3,2,2,236,38,2,47000,1
2015,2020,4,5,2,5,206,25,2,39000,0
2015,2021,5,6,2,4,216,41,3,39000,0
2015,2018,5,3,2,4,223,40,1,40000,1
2019,2020,3,1,1,4,176,10,2,36000,0
2017,2020,5,3,2,4,226,42,1,39000,1
2018,2020,4,2,2,0,278,40,1,41000,1
2019,2021,4,2,2,3,230,39,3,39000,1
2019,2020,5,1,1,3,181,21,2,29000,1
2016,2017,2,1,1,3,176,25,1,36000,0
2018,2020,5,2,2,2,236,39,1,45000,1
2015,2020,5,5,2,3,237,37,1,53000,1
2015,2021,4,6,2,1,248,43,2,66000,1
2015,2020,5,5,2,4,210,27,1,40000,0
2016,2021,5,5,2,1,249,35,2,54000,1
2018,2020,3,2,2,1,249,34,1,48000,1
2019,2020,2,1,1,1,200,23,1,37000,1
2016,2018,3,2,2,4,220,39,3,39000,0
2015,2018,3,3,2,0,280,32,2,45000,1
2016,2018,4,2,2,0,269,30,1,49000,0
2016,2020,3,4,2,1,244,36,3,39000,1
2016,2017,3,1,1,4,171,20,2,37000,0
2017,2021,2,4,2,4,218,42,2,39000,0
2018,2020,4,2,2,2,244,41,2,63000,1
2019,2020,5,1,1,4,176,20,1,31000,0
2019,2021,4,2,2,1,249,32,1,50000,1
2015,2019,2,1,1,4,172,25,2,40000,0
2017,2018,2,1,1,3,177,19,2,33000,0
2018,2019,4,1,1,2,190,10,1,34000,0
2020,2021,2,1,1,2,188,21,1,35000,1
2019,2021,5,2,2,0,273,40,1,50000,1
2019,2021,4,2,2,5,206,28,1,38000,0
2018,2020,2,2,2,0,287,32,2,39000,1
2018,2021,2,3,2,2,247,36,3,40000,1
2017,2021,2,4,2,2,245,31,2,38000,1
2015,2017,3,2,2,1,247,38,2,40000,1
2015,2017,3,2,2,0,300,38,2,47000,1
2019,2020,2,1,1,4,170,13,1,31000,0
2020,2021,5,1,1,0,200,15,1,32000,0
2015,2018,2,3,2,5,203,22,1,39000,0
2020,2021,5,1,1,4,171,15,1,31000,0
2020,2021,5,1,1,3,184,23,1,29000,1
2018,2021,4,3,2,3,232,37,2,46000,1
2016,2018,3,2,2,5,204,24,1,40000,0
2019,2021,4,2,2,1,241,33,2,49000,1
2015,2021,5,6,2,2,243,31,2,43000,1
2016,2019,5,3,2,4,215,30,1,40000,0
2016,2019,4,3,2,3,240,36,1,54000,1
2015,2020,5,5,2,4,225,44,3,40000,1
2016,2018,3,2,2,4,228,45,1,39000,1
2016,2017,5,1,1,0,210,18,1,28000,1
2015,2017,3,2,2,3,231,34,3,39000,1
2016,2018,3,2,2,0,273,31,1,49000,1
2017,2018,3,1,1,4,170,23,2,36000,0
2019,2020,2,1,1,0,213,19,1,31000,1
2020,2021,5,1,1,3,177,16,1,28000,0
2020,2021,2,1,1,4,169,13,3,30000,0
2017,2020,3,3,2,1,245,39,2,50000,1
2018,2020,2,2,2,2,247,30,3,39000,0
2019,2020,5,1,1,0,201,18,3,34000,0
2018,2021,3,3,2,4,230,33,2,38000,1
2019,2020,2,1,1,5,167,14,1,39000,0
2020,2021,3,1,1,2,191,22,1,34000,1
2020,2021,3,1,1,2,191,18,2,28000,1
2018,2020,4,2,2,4,211,36,3,39000,0
2016,2018,3,2,2,4,225,41,1,39000,1
2020,2021,2,1,1,3,184,23,2,39000,1
2017,2019,3,2,2,2,248,32,3,39000,1
2015,2021,5,6,2,5,210,26,1,40000,0
2020,2021,5,1,1,3,184,25,1,29000,1
2017,2018,2,1,1,3,178,15,3,32000,0
2019,2021,2,2,2,2,231,39,3,39000,1
2018,2020,2,2,2,3,240,34,1,38000,1
2020,2021,2,1,1,5,164,10,3,37000,0
2019,2020,3,1,1,1,199,12,1,31000,0
2019,2020,2,1,1,2,187,15,2,37000,0
2019,2020,5,1,1,1,192,12,1,32000,0
2017,2021,4,4,2,4,223,44,3,39000,1
2017,2018,3,1,1,2,188,12,2,35000,0
2019,2020,2,1,1,1,195,10,1,33000,0
2017,2020,5,3,2,1,250,45,1,64000,1
2016,2018,2,2,2,0,297,43,1,39000,1
2020,2021,3,1,1,4,175,24,2,34000,0
2019,2021,2,2,2,1,241,38,2,39000,1
2015,2017,3,2,2,5,209,25,3,39000,0
2016,2018,5,2,2,2,237,40,1,46000,1
2015,2017,3,2,2,0,300,31,2,49000,1
2019,2021,4,2,2,1,242,38,1,44000,1
2016,2021,5,5,2,4,230,37,1,38000,1
2020,2021,5,1,1,0,218,13,1,32000,0
2019,2021,3,2,2,0,291,36,2,49000,1
2020,2021,5,1,1,0,200,13,1,32000,0
2016,2018,5,2,2,5,203,24,1,39000,0
2018,2021,2,3,2,4,230,43,2,40000,1
2018,2020,5,2,2,3,235,45,1,42000,1
2016,2020,5,4,2,3,229,37,1,48000,1
2019,2020,5,1,1,2,188,12,1,37000,0
2017,2019,4,2,2,4,230,35,2,39000,1
2016,2018,2,2,2,0,295,33,3,40000,1
2020,2021,3,1,1,1,195,13,1,35000,0
2017,2018,2,1,1,5,166,19,1,38000,0
2016,2021,3,5,2,5,209,29,1,39000,0
2018,2020,3,2,2,5,210,23,2,39000,0
2015,2021,2,6,2,2,236,45,1,39000,1
2015,2016,2,1,1,3,181,18,2,36000,1
2016,2020,5,4,2,2,236,40,1,51000,1
2016,2021,3,5,2,1,242,38,1,43000,1
2017,2021,3,4,2,2,237,43,2,44000,1
2016,2017,5,1,1,2,189,12,1,36000,0
2015,2020,5,5,2,3,238,39,3,38000,1
2018,2020,5,2,2,1,240,36,1,41000,1
2017,2018,2,1,1,3,184,23,1,37000,1
2019,2020,4,1,1,3,183,22,1,32000,1
2015,2016,5,1,1,2,185,12,1,35000,0
2017,2019,4,2,2,4,219,36,2,38000,0
2018,2020,5,2,2,5,208,30,1,39000,0
2018,2020,3,2,2,3,224,43,2,54000,1
2019,2020,3,1,1,4,175,14,1,33000,0
2020,2021,2,1,1,0,216,17,1,35000,1
2015,2016,4,1,1,5,160,17,2,37000,0
2018,2019,3,1,1,1,195,23,1,28000,1
2016,2020,3,4,2,5,202,24,3,39000,0
2019,2020,3,1,1,3,179,14,1,34000,0
2020,2021,4,1,1,1,196,21,1,35000,1
2018,2021,3,3,2,1,249,37,2,49000,1
2020,2021,5,1,1,2,184,21,3,34000,0
2018,2019,2,1,1,4,175,11,1,36000,0
2019,2021,4,2,2,2,242,31,3,39000,1
2019,2021,3,2,2,1,249,38,2,54000,1
2020,2021,3,1,1,5,163,11,2,39000,0
2016,2019,4,3,2,2,243,40,1,51000,1
2016,2020,2,4,2,2,242,36,1,39000,1
2020,2021,2,1,1,3,179,25,1,32000,0
2019,2021,5,2,2,3,225,44,1,50000,1
2016,2019,5,3,2,3,237,30,1,55000,0
2018,2021,5,3,2,4,213,33,3,39000,0
2015,2017,2,2,2,3,221,38,3,39000,1
2016,2017,2,1,1,5,164,14,1,33000,0
2018,2020,4,2,2,5,200,23,2,39000,0
2019,2020,3,1,1,3,177,22,2,30000,0
2015,2017,2,2,2,0,269,37,1,39000,1
2019,2020,2,1,1,2,191,21,2,32000,1
2016,2021,4,5,2,1,246,38,1,42000,1
2017,2020,4,3,2,2,241,30,3,39000,0
2017,2019,5,2,2,3,226,34,3,39000,1
2019,2021,5,2,2,5,205,29,3,40000,0
2019,2020,4,1,1,5,166,19,2,34000,0
2016,2021,3,5,2,0,254,32,2,45000,1
2018,2019,4,1,1,2,192,24,1,25000,1
2020,2021,3,1,1,4,172,17,1,38000,0
2015,2021,3,6,2,3,223,30,1,46000,0
2017,2021,5,4,2,5,207,27,1,40000,0
2017,2020,3,3,2,0,263,42,1,41000,1
2015,2019,2,1,1,3,179,19,3,33000,0
2017,2019,5,2,2,4,218,43,1,40000,0
2015,2017,3,2,2,2,250,44,2,42000,1
2019,2020,3,1,1,5,161,15,2,34000,0
2019,2020,3,1,1,2,191,19,1,30000,1
2020,2021,3,1,1,4,169,23,1,34000,0
2019,2020,5,1,1,1,198,25,2,27000,1
